Intergenic Region	Chr	Start	End	Left Feature	Right Feature	Left Common Name	Right Common Name	TPH	Log TPH	TPH BS	Log TPH BS	CHG pvalue	Poisson pvalue	Background Hops	Experiment Hops	Fraction Background	Fraction Experiment	EB ratio	Background Hops Lax	Experiment Hops Lax	TPH Lax	TPH Lax BS	CHG pvalue Lax	Poisson pvalue Lax
Chr13: 774014-774751	13.0	774014.0	774751.0	YMR251W	YMR251W-A	GTO3	HOR7	873.8296923762817	9.7712083185783847	831.4902454834198	9.6995555286026711	0.0	0.0	44	294	0.0004233944689286195	0.008738296923762818	20.638665747983627	73	662	1967.6029127656413	1897.3579213297567	0.0	0.0
Chr16: 431366-432585	16.0	431366.0	432585.0	YPL063W	YPL061W	TIM50	ALD6	861.9408530242235	9.7514450637569556	784.9600404917472	9.6164754032035376	0.0	0.0	80	290	0.0007698081253247628	0.008619408530242236	11.19682716599792	84	290	861.9408530242235	781.1109998651234	8.2237217036151833e-11	0.0
Chr4: 893925-895032	4.0	893925.0	895032.0	YDR214W	YDR216W	AHA1	ADR1	793.5800267498886	9.632231905429574	748.3537993870588	9.5475766844135475	6.8929639773784857e-11	0.0	47	267	0.0004522622736282981	0.007935800267498886	17.546898625511048	51	273	811.413285777976	762.3380177885223	8.4815154899331446e-11	0.0
Chr15: 586325-586982	15.0	586325.0	586982.0	YOR138C	YOR140W	RUP1	SFL1	734.1358299895973	9.519903205326699	718.739667483102	9.4893255008540063	0.0	0.0	16	247	0.00015396162506495255	0.007341358299895973	47.68303982761183	18	295	876.8019022142963	859.4812193944891	0.0	0.0
Chr16: 828136-829914	16.0	828136.0	829914.0	YPR148C	YPR149W	YPR148C	NCE102	683.6082627433497	9.4170260246863968	596.0425884876579	9.2192716077185448	0.0	0.0	91	230	0.0008756567425569177	0.006836082627433497	7.806806360529054	93	230	683.6082627433497	594.118068174346	0.0	0.0
Chr13: 540055-541198	13.0	540055.0	541198.0	YMR135C	YMR136W	GID8	GAT2	659.8305840392331	9.3659518400921264	593.4346332299724	9.2129453156679002	1.3948286969878154e-10	0.0	69	222	0.0006639595080926079	0.006598305840392332	9.937813616597854	73	222	659.8305840392331	589.5855926033486	1.0766698643749351e-10	0.0
Chr16: 114315-115312	16.0	114315.0	115312.0	YPL231W	YPL230W	FAS2	USV1	644.9695348491604	9.3330872061864998	597.8187871730187	9.22356442592665	0.0	0.0	49	217	0.0004715074767614172	0.006449695348491604	13.678882449100907	53	219	650.9139545251895	599.914166222424	0.0	0.0
Chr15: 988779-989786	15.0	988779.0	989786.0	YOR348C	YOR349W	PUT4	CIN1	576.6087085748254	9.1714488159291481	477.4959124392622	8.8993445729150551	0.0	0.0	103	194	0.000991127961355632	0.005766087085748254	5.817701962379903	116	215	639.0251151731312	527.4029370010406	0.0	0.0
Chr9: 245556-249989	9.0	245556.0	249989.0	YIL061C	YIL056W	SNP1	VHR1	543.9144003566652	9.0872358120260639	408.23571826817573	8.673258605153654	8.4815043877028984e-11	0.0	141	183	0.0013567868208848944	0.005439144003566652	4.008842008075558	144	183	543.9144003566652	405.3489377982079	0.0	0.0
Chr1: 69526-71787	1.0	69526.0	71787.0	YAL039C	YAL038W	CYC3	CDC19	511.220092138505	8.997800728444119	389.0130522431989	8.6036747513888425	2.0085222374177647e-10	0.0	127	172	0.001222070398953061	0.00511220092138505	4.183229481513206	131	329	977.8570367067915	851.8009561848617	5.8766103094853861e-11	0.0
Chr7: 591881-596697	7.0	591881.0	596697.0	YGR049W	YGR054W	SCM4	YGR054W	427.9982166740972	8.7414609751843333	323.11185959859824	8.3358898944791449	0.0	0.0	109	144	0.0010488635707549894	0.004279982166740972	4.080589970018855	118	145	430.97042651211177	317.4237280267092	0.0	0.0
Chr14: 300651-302682	14.0	300651.0	302682.0	YNL180C	YNL178W	RHO5	RPS3	422.05379699806804	8.7212830932467025	310.4316188259774	8.2781316996201451	6.2697291802749078e-11	0.0	116	142	0.001116221781720906	0.004220537969980681	3.781092645830451	116	142	422.05379699806804	310.4316188259774	6.2697291802749078e-11	0.0
Chr5: 122929-123657	5.0	122929.0	123657.0	YEL017C-A	YEL017W	PMP2	GTT3	416.10937732203894	8.7008189906869866	371.8454101158651	8.5385591540841634	1.4713363860607842e-10	0.0	46	140	0.0004426396720617386	0.004161093773220389	9.400634502187158	50	140	416.10937732203894	367.99636948924126	1.3486078920266209e-10	0.0
Chr2: 280607-281443	2.0	280607.0	281443.0	YBR020W	YBR021W	GAL1	FUR4	410.16495764600984	8.6800604305201894	376.48585216305145	8.5564518411321941	0.0	0.0	35	138	0.0003367910548295837	0.004101649576460098	12.178617922425325	38	142	422.05379699806804	385.4879110451418	0.0	0.0
Chr3: 224730-228314	3.0	224730.0	228314.0	YCR060W	YCR063W	TAH1	BUD31	380.4428592658642	8.5715359737420211	314.0469084566034	8.2948362569912035	2.8501867532781944e-11	0.0	69	128	0.0006639595080926079	0.0038044285926586417	5.7299105537140775	71	128	380.4428592658642	312.12238814329146	0.0	0.0
Chr2: 465764-467242	2.0	465764.0	467242.0	YBR112C	YBR114W	CYC8	RAD16	377.4706494278496	8.5602206605141866	311.0746986185888	8.2811172472574057	6.4649174902342565e-11	0.0	69	127	0.0006639595080926079	0.0037747064942784962	5.685145627513187	75	127	377.4706494278496	305.30113767865305	0.0	0.0
Chr5: 474800-475015	5.0	474800.0	475015.0	YER153C	YER154W	PET122	OXA1	374.498439589835	8.548815897241937	360.06453723999573	8.4921117052502044	1.8192458650645449e-10	0.0	15	126	0.00014433902349839304	0.0037449843958983504	25.945751226036556	25	259	769.8023480457721	745.7458441293733	1.9856782884630775e-11	0.0
Chr13: 469475-473419	13.0	469475.0	473419.0	YMR101C	YMR104C	SRT1	YPK2	371.5262297518205	8.5373202584041081	311.8661000391514	8.2847829295229314	3.3999092430292421e-10	0.0	62	125	0.0005966012971266912	0.003715262297518205	6.2273788464949495	67	135	401.2483281319661	336.7768976360172	0.0	0.0
Chr15: 550247-551115	15.0	550247.0	551115.0	YOR119C	YOR120W	RIO1	GCY1	362.6096002377768	8.5022733113049078	281.77974707867673	8.1384241114322755	0.0	0.0	84	122	0.000808298531591001	0.0036260960023777678	4.486085104275028	89	124	368.5540199138059	282.9128659714261	0.0	0.0
Chr13: 346516-347510	13.0	346516.0	347510.0	YMR037C	YMR038C	MSN2	CCS1	362.6096002377768	8.5022733113049078	339.51535647803394	8.4073330196605269	1.1844702996199885e-10	0.0	24	122	0.00023094243759742885	0.0036260960023777678	15.7012978649626	28	126	374.498439589835	347.5551552034683	0.0	0.0
Chr14: 661376-662915	14.0	661376.0	662915.0	YNR016C	YNR017W	ACC1	TIM23	323.9708723435875	8.339720298518948	255.65040122101476	7.9980284799854369	0.0	0.0	71	109	0.0006832047112257269	0.0032397087234358746	4.741929717702859	71	109	323.9708723435875	255.65040122101476	0.0	0.0
Chr14: 488125-488387	14.0	488125.0	488387.0	YNL074C	YNL073W	MLF3	MSK1	315.0542428295438	8.2994564283052199	302.5448607930164	8.2410052681786983	1.6224432908273911e-10	0.0	13	106	0.00012509382036527395	0.003150542428295438	25.185436171793732	16	130	386.3872789418933	370.99111643539806	1.1844691893969639e-10	0.0
Chr16: 423889-427924	16.0	423889.0	427924.0	YPL069C	YPL065W	BTS1	VPS28	300.19319363947096	8.2297474564938149	219.36334048037088	7.7771786356332884	3.0398183969992942e-10	0.0	84	101	0.000808298531591001	0.0030019319363947094	3.7138901273096545	85	101	300.19319363947096	218.4010803237149	1.4713352758377596e-10	0.0
Chr16: 645269-645947	16.0	645269.0	645947.0	YPR036W	YPR036W-A	VMA13	YPR036W-A	291.2765641254273	8.1862458178572286	258.5597187991249	8.014353723951201	1.9672308226859059e-10	0.0	34	98	0.0003271684532630242	0.0029127656412542727	8.902953852071368	50	108	320.9986625055729	272.8856546727752	9.2571394993967715e-11	0.0
Chr7: 482671-485925	7.0	482671.0	485925.0	YGL008C	YGL006W	PMA1	PMC1	282.35993461138355	8.1413915820729681	165.92645565601316	7.3744001206786516	2.3950019745200279e-10	1.8540724511240114e-14	121	95	0.0011643347895537038	0.0028235993461138355	2.4250751342714216	126	95	282.35993461138355	161.1151548727334	1.1471659178141635e-09	1.8063328610651297e-13
Chr13: 912141-912878	13.0	912141.0	912878.0	YMR318C	YMR319C	ADH6	FET4	249.66562639322336	7.9638533965207809	207.3261795003614	7.695758489775633	6.5013772143629467e-11	0.0	44	84	0.0004233944689286195	0.0024966562639322336	5.896761642281036	47	84	249.66562639322336	204.43939903039353	0.0	0.0
Chr15: 836430-837673	15.0	836430.0	837673.0	YOR273C	YOR274W	TPO4	MOD5	249.66562639322336	7.9638533965207809	179.42063495733873	7.4872020122428928	0.0	0.0	73	84	0.0007024499143588461	0.0024966562639322336	3.5542124967173367	77	84	249.66562639322336	175.57159433071496	0.0	0.0
Chr12: 424775-425187	12.0	424775.0	425187.0	YLR141W	YLR142W	RRN5	PUT1	246.69341655520878	7.9465754050889457	228.41047357874567	7.8354849956141797	0.0	0.0	19	83	0.00018282942976463116	0.002466934165552088	13.493091176447585	36	104	309.10982315351464	274.4684575139003	2.1104429315244033e-10	0.0
Chr4: 1161315-1162952	4.0	1161315.0	1162952.0	YDR343C	YDR345C	HXT6	HXT3	237.7767870411651	7.8934640686293829	185.81473858174363	7.5377211287153187	8.0152662285115639e-11	0.0	54	80	0.0005196204845942148	0.002377767870411651	4.5759702338688815	55	80	237.7767870411651	184.85247842508767	8.0498940846496225e-11	0.0
Chr5: 44925-47168	5.0	44925.0	47168.0	YEL058W	YEL056W	PCM1	HAT2	225.88794768910685	7.8194634871856064	172.00137891637345	7.4262763206779088	1.9672352635780044e-10	0.0	56	76	0.000538865687727334	0.0022588794768910684	4.1919155892406	59	76	225.88794768910685	169.11459844640558	8.0501938448662713e-11	0.0
Chr14: 199978-200570	14.0	199978.0	200570.0	YNL240C	YNL239W	NAR1	LAP3	222.91573785109227	7.8003546642379016	197.89697377803748	7.6286057407715724	0.0	0.0	26	75	0.0002501876407305479	0.002229157378510923	8.90994204190816	34	75	222.91573785109227	190.19889252478987	0.0	0.0
Chr13: 353135-353870	13.0	353135.0	353870.0	YMR042W	YMR043W	ARG80	MCM1	213.9991083370486	7.7414609751843333	167.81062081756284	7.3906902173279692	1.8314250116446829e-10	0.0	48	72	0.0004618848751948577	0.002139991083370486	4.633169861792242	74	134	398.2761182939515	327.06886670141097	0.0	0.0
Chr12: 253081-253862	12.0	253081.0	253862.0	YLR055C	YLR056W	SPT8	ERG3	205.08247882300492	7.6800604305201903	174.2901538100144	7.4453472592343068	0.0	0.0	32	69	0.0003079232501299051	0.002050824788230049	6.660181676326349	34	69	205.08247882300492	172.36563349670251	0.0	0.0
Chr4: 314748-315357	4.0	314748.0	315357.0	YDL079C	YDL078C	MRK1	MDH3	205.08247882300492	7.6800604305201903	181.02597490660608	7.5000529101788391	0.0	0.0	25	69	0.0002405650391639884	0.002050824788230049	8.525032545697727	27	72	213.9991083370486	188.01808410733784	0.0	0.0
Chr7: 904753-905939	7.0	904753.0	905939.0	YGR202C	YGR204W	PCT1	ADE3	202.11026898499034	7.6589988149923602	87.60131034293187	6.452880544749326	0.00018604058204463314	7.2788688167957361e-06	119	68	0.0011450895864205846	0.002021102689849903	1.7650170902065685	122	69	205.08247882300492	87.68673971097859	0.00020954377941828639	8.7436354363479296e-06
Chr7: 255299-255668	7.0	255299.0	255668.0	YGL135W	YGL134W	RPL1B	PCL10	187.2492197949175	7.548815897241937	168.9662768184544	7.4005915243200899	0.0	0.0	19	63	0.00018282942976463116	0.0018724921979491752	10.241743905014431	20	63	187.2492197949175	168.00401666179843	3.1746050233039114e-11	0.0
Chr11: 577765-581925	11.0	577765.0	581925.0	YKR072C	YKR076W	SIS2	ECM4	181.3048001188884	7.5022733113049069	99.51268680313235	6.6368085604550444	3.1363015100538405e-06	1.4586796548421432e-08	85	61	0.0008179211331575605	0.0018130480011888839	2.216653816230014	85	61	181.3048001188884	99.51268680313235	3.1363015100538405e-06	1.4586796548421432e-08
Chr4: 462514-463432	4.0	462514.0	463432.0	YDR007W	YDR009W	TRP1	GAL3	181.3048001188884	7.5022733113049069	165.90863761239316	7.3742451882817166	1.1379375219888743e-10	0.0	16	61	0.00015396162506495255	0.0018130480011888839	11.77597339872195	29	64	190.2214296329321	162.31588508990944	6.0149218938931881e-11	0.0
Chr12: 83709-84803	12.0	83709.0	84803.0	YLL029W	YLL028W	FRA1	TPO1	178.33259028087383	7.4784265693505398	138.87992385797975	7.1176942517009678	0.0	0.0	41	60	0.0003945266642289409	0.0017833259028087382	4.5201657188217	49	60	178.33259028087383	131.1818426047321	0.0	0.0
Chr7: 659774-662362	7.0	659774.0	662362.0	YGR089W	YGR090W	NNF2	UTP22	178.33259028087383	7.4784265693505398	161.97416761772263	7.3396199336160848	1.1379375219888743e-10	0.0	17	60	0.0001635842266315121	0.0017833259028087382	10.901576145393511	17	60	178.33259028087383	161.97416761772263	1.1379375219888743e-10	0.0
Chr13: 171310-171594	13.0	171310.0	171594.0	YML052W	YML051W	SUR7	GAL80	178.33259028087383	7.4784265693505398	150.4270457378512	7.2329201666573937	0.0	0.0	29	60	0.0002790554454302265	0.0017833259028087382	6.390579119713438	33	66	196.1658493089612	164.41126413931474	0.0	0.0
Chr5: 335184-335942	5.0	335184.0	335942.0	YER088C	YER089C	DOT6	PTC2	172.3881706048447	7.429516968869593	111.76578073551963	6.8043347364542361	1.8413674029993388e-08	4.0505376830424211e-12	63	58	0.0006062238986932507	0.001723881706048447	2.843638645332805	70	59	175.36038044285925	108.0021694769425	1.151452477810011e-07	7.9413364773017747e-11
Chr12: 187128-187664	12.0	187128.0	187664.0	YLR023C	YLR024C	IZH3	UBR2	166.44375092881558	7.3788908957996249	151.04758842232033	7.2388593404150061	0.0	0.0	16	56	0.00015396162506495255	0.0016644375092881556	10.810729677515232	35	217	644.9695348491604	611.290429366202	0.0	0.0
Chr16: 640955-642205	16.0	640955.0	642205.0	YPR034W	YPR035W	ARP7	GLN1	160.49933125278645	7.3264234759054894	107.57502263670901	6.749199333643233	1.3038383595009861e-08	1.9567680809018384e-12	55	54	0.0005292430861607745	0.0016049933125278646	3.0326202731731042	56	55	163.471541090801	109.5849723180676	9.7612656846379764e-09	1.2349010702905616e-12
Chr13: 282584-284101	13.0	282584.0	284101.0	YMR008C	YMR009W	PLB1	ADI1	157.5271214147719	7.2994564283052199	127.69705655843734	6.9965814608021555	1.3002376952897521e-11	0.0	31	53	0.0002983006485633456	0.001575271214147719	5.280817261827718	35	53	157.5271214147719	123.84801593181352	0.0	0.0
Chr12: 365331-368782	12.0	365331.0	368782.0	YLR107W	YLR109W	REX3	AHP1	148.6104919007282	7.2153921635167455	95.68618328465075	6.5802387150449251	2.2144630706932844e-07	1.5792489538313248e-10	55	50	0.0005292430861607745	0.001486104919007282	2.807981734419541	60	50	148.6104919007282	90.87488250137098	1.2821051696976227e-06	2.6465083458049321e-09
Chr13: 477605-478300	13.0	477605.0	478300.0	YMR105C	YMR106C	PGM2	YKU80	145.63828206271364	7.1862458178572295	118.69499767634694	6.8911153245894283	1.1418566092658011e-10	0.0	28	49	0.000269432843863667	0.0014563828206271363	5.405364838757616	34	50	148.6104919007282	115.89364657442577	2.1695645280317422e-11	0.0
Chr2: 135519-136691	2.0	135519.0	136691.0	YBL045C	YBL043W	COR1	ECM13	142.66607222469906	7.1564984744631772	100.3266253318371	6.6485607183241031	1.0237485859043716e-08	8.2323037275955357e-13	44	48	0.0004233944689286195	0.0014266607222469907	3.3695780813034495	44	48	142.66607222469906	100.3266253318371	1.0237485859043716e-08	8.2323037275955357e-13
Chr16: 46506-47336	16.0	46506.0	47336.0	YPL263C	YPL262W	KEL3	FUM1	139.6938623866845	7.1261248254196579	106.01475690372611	6.7281212869219447	1.6553536319463547e-10	9.9920072216264089e-16	35	47	0.0003367910548295837	0.001396938623866845	4.147790161985436	38	47	139.6938623866845	103.12797643375825	1.2596242937590318e-09	1.8207657603852567e-14
Chr14: 197944-198503	14.0	197944.0	198503.0	YNL241C	YNL240C	ZWF1	NAR1	139.6938623866845	7.1261248254196579	101.20345612044635	6.6611147490034792	3.091553457679197e-09	1.092459456231154e-13	40	47	0.0003849040626623814	0.001396938623866845	3.6293163917372566	53	79	234.80457720315053	183.804788900385	1.9672297124628813e-10	0.0
Chr13: 305592-307488	13.0	305592.0	307488.0	YMR016C	YMR017W	SOK2	SPO20	136.72165254866994	7.0950979297990342	70.32570173940914	6.1359801383166301	0.0001662696426367738	4.5260988903450539e-06	69	46	0.0006639595080926079	0.0013672165254866994	2.059186605240997	71	46	136.72165254866994	68.40118142609724	0.00026555968636277072	9.1867715071858314e-06
Chr14: 663583-665341	14.0	663583.0	665341.0	YNR017W	YNR019W	TIM23	ARE2	136.72165254866994	7.0950979297990342	80.91056346262462	6.3382561641713284	8.2098399132313205e-06	4.3430998131199772e-08	58	46	0.000558110890860453	0.0013672165254866994	2.4497219958901515	59	47	139.6938623866845	82.92051314398323	6.0721138223085447e-06	2.7918009570804259e-08
Chr5: 420705-423948	5.0	420705.0	423948.0	YER129W	YER131W	SAK1	RPS26B	133.7494427106554	7.0633890700716959	48.10828876827553	5.5882135779609987	0.010915439605756694	0.0021714806960196897	89	45	0.0008564115394237987	0.0013374944271065537	1.5617426500423288	92	45	133.7494427106554	45.221508298307654	0.016482616949391682	0.0039235370589649765
Chr14: 633858-634346	14.0	633858.0	634346.0	YNR002C	YNR003C	ATO2	RPC34	133.7494427106554	7.0633890700716959	123.1645809874399	6.9444436229144033	0.0	0.0	11	45	0.00010584861723215488	0.0013374944271065537	12.635917804887935	16	47	139.6938623866845	124.29769988018923	5.6981086515861534e-11	0.0
Chr13: 408565-409153	13.0	408565.0	409153.0	YMR069W	YMR070W	NAT4	MOT3	130.7772328726408	7.0309675923793185	75.92840394325145	6.2465677771338033	2.0305797022945882e-05	1.6881034281546192e-07	57	44	0.0005484882892938935	0.001307772328726408	2.384321332384312	70	59	175.36038044285925	108.0021694769425	1.151452477810011e-07	7.9413364773017747e-11
Chr16: 502181-503515	16.0	502181.0	503515.0	YPL026C	YPL024W	SKS1	RMI1	130.7772328726408	7.0309675923793185	94.21134691971457	6.557828924990206	1.3315250457779371e-08	9.8598906816960152e-13	38	44	0.0003656588595292623	0.001307772328726408	3.576481998576468	39	44	130.7772328726408	93.24908676305861	2.1745277356544079e-08	2.2752910666667958e-12
Chr10: 218852-221386	10.0	218852.0	221386.0	YJL108C	YJL106W	PRM10	IME2	121.86060335859712	6.9290879783601049	69.89855489917562	6.1271907241455272	4.9711779857575245e-05	6.2435436121166532e-07	54	41	0.0005196204845942148	0.0012186060335859711	2.345184744857802	56	41	121.86060335859712	67.97403458586372	8.7949367485240515e-05	1.516738668883022e-06
Chr4: 1015699-1019365	4.0	1015699.0	1019365.0	YDR277C	YDR279W	MTH1	RNH202	121.86060335859712	6.9290879783601049	68.93629474251966	6.1071918522486417	6.6371429833678164e-05	9.7969409351694736e-07	55	41	0.0005292430861607745	0.0012186060335859711	2.3025450222240234	56	41	121.86060335859712	67.97403458586372	8.7949367485240515e-05	1.516738668883022e-06
Chr4: 1278430-1279203	4.0	1278430.0	1279203.0	YDR405W	YDR406W	MRP20	PDR15	118.88839352058255	6.8934640686293829	80.39798725434441	6.329087479195505	7.12170328709405e-07	6.3350935608497139e-10	40	40	0.0003849040626623814	0.0011888839352058255	3.088779907861495	54	44	130.7772328726408	78.81518441321933	7.992177683213697e-06	3.8874380714482015e-08
Chr4: 1011270-1012249	4.0	1011270.0	1012249.0	YDR273W	YDR275W	DON1	BSC2	118.88839352058255	6.8934640686293829	1.49265440855622	0.57788017968835736	0.50257599907737038	0.43906626494818379	122	40	0.0011739573911202633	0.0011888839352058255	1.0127147238890146	128	40	118.88839352058255	0	0.60678874328185406	0.56021123155377395
Chr5: 461735-462580	5.0	461735.0	462580.0	YER145C	YER146W	FTR1	LSM5	115.91618368256799	6.856938192604269	33.16181021015599	5.0514508565441343	0.052146412985950352	0.019388733068477326	86	39	0.00082754373472412	0.0011591618368256798	1.4007257721697477	99	47	139.6938623866845	44.43010687774509	0.021033896073986647	0.0056350504647616484
Chr1: 32941-35156	1.0	32941.0	35156.0	YAL062W	YAL060W	GDH3	BDH1	112.94397384455343	6.8194634871856064	43.66124256532477	5.4482812837896617	0.011251358731001915	0.0021198185596182917	72	38	0.0006928273127922866	0.0011294397384455342	1.630189395815789	78	39	115.91618368256799	40.85989146340361	0.019071463568943847	0.004601676951811462
Chr9: 267822-268650	9.0	267822.0	268650.0	YIL047C	YIL046W	SYG1	MET30	112.94397384455343	6.8194634871856064	69.64226679503551	6.1218912571057453	1.8703348539483855e-05	1.195779874008096e-07	45	38	0.0004330170704951791	0.0011294397384455342	2.6083030333052624	51	237	704.4137316094516	655.3384636199979	0.0	0.0
Chr5: 472419-474036	5.0	472419.0	474036.0	YER151C	YER153C	UBP3	PET122	112.94397384455343	6.8194634871856064	100.43459180802603	6.6501124394883329	0.0	0.0	13	38	0.00012509382036527395	0.0011294397384455342	9.0287412691336	20	77	228.86015752712143	209.61495439400235	0.0	0.0
Chr13: 611254-611739	13.0	611254.0	611739.0	YMR175W	YMR176W	SIP18	ECM5	109.97176400653886	6.7809893393709704	103.23594290994718	6.6898015406711426	0.0	0.0	7	37	6.735821096591675e-05	0.0010997176400653886	16.326408084410758	9	39	115.91618368256799	107.25584227266441	0.0	0.0
Chr15: 160594-162356	15.0	160594.0	162356.0	YOL086C	YOL084W	ADH1	PHM7	104.02734433050973	6.7008189906869875	45.32947477449657	5.5023775399272976	0.0057974613180006296	0.00076930010213061006	61	35	0.0005869786955601317	0.0010402734433050973	1.7722507668057756	63	35	104.02734433050973	43.40495446118466	0.0083368566882384698	0.0013162227134587701
Chr7: 397624-398631	7.0	397624.0	398631.0	YGL056C	YGL055W	SDS23	OLE1	101.05513449249517	6.6589988149923602	59.67794775628917	5.8991260190071211	0.0001226428667926438	2.0436607843787868e-06	43	34	0.00041377186736206	0.0010105513449249516	2.442291089936996	44	35	104.02734433050973	61.68789743764778	9.0394565806617422e-05	1.308066301053401e-06
Chr4: 550575-551859	4.0	550575.0	551859.0	YDR046C	YDR047W	BAP3	HEM12	101.05513449249517	6.6589988149923602	12.527200080147438	3.6469920927974533	0.28485368491654739	0.201911366879994	92	34	0.0008852793441234772	0.0010105513449249516	1.1415056181227263	96	34	101.05513449249517	8.678159453523634	0.35820674158085652	0.2757127637060337
Chr12: 783387-784913	12.0	783387.0	784913.0	YLR327C	YLR328W	TMA10	NMA1	101.05513449249517	6.6589988149923602	24.074321960018892	4.5894232608192977	0.11179468568123974	0.055105907311025937	80	34	0.0007698081253247628	0.0010105513449249516	1.3127314608411353	82	34	101.05513449249517	22.149801646706976	0.1345290381345674	0.071454462422747222
Chr7: 547304-548268	7.0	547304.0	548268.0	YGR031C-A	YGR032W	NAG1	GSC2	98.0829246544806	6.6159300931004745	58.63025823158651	5.8735735058535212	0.00012153043235108019	1.9395241298569843e-06	41	33	0.0003945266642289409	0.000980829246544806	2.486091145351935	50	39	115.91618368256799	67.80317584977031	4.9828184450317892e-05	5.8794352975066744e-07
Chr4: 1013640-1014398	4.0	1013640.0	1014398.0	YDR276C	YDR277C	PMP3	MTH1	98.0829246544806	6.6159300931004745	56.70573791827461	5.8254228203089546	0.00022543707918210032	5.1539812411238728e-06	43	33	0.00041377186736206	0.000980829246544806	2.370458999056496	48	33	98.0829246544806	51.89443713499484	0.00089623119043391597	4.4106315896463855e-05
Chr2: 372732-373858	2.0	372732.0	373858.0	YBR067C	YBR068C	TIP1	BAP2	98.0829246544806	6.6159300931004745	48.04539650837102	5.5863263000235417	0.0023299063858995828	0.0001894588979876044	52	33	0.0005003752814610958	0.000980829246544806	1.9601872492197947	52	33	98.0829246544806	48.04539650837102	0.0023299063858995828	0.0001894588979876044
Chr4: 591343-592437	4.0	591343.0	592437.0	YDR072C	YDR073W	IPT1	SNF11	98.0829246544806	6.6159300931004745	0		0.89832819786095752	0.89964081062945189	128	33	0.0012316930005196204	0.000980829246544806	0.7963260699955417	134	34	101.05513449249517	0	0.91586651413776554	0.91954389261590486
