Intergenic Region	Chr	Start	End	Left Feature	Right Feature	Left Common Name	Right Common Name	TPH	Log TPH	TPH BS	Log TPH BS	CHG pvalue	Poisson pvalue	Background Hops	Experiment Hops	Fraction Background	Fraction Experiment	EB ratio	Background Hops Lax	Experiment Hops Lax	TPH Lax	TPH Lax BS	CHG pvalue Lax	Poisson pvalue Lax
Chr7: 904753-905939	7.0	904753.0	905939.0	YGR202C	YGR204W	PCT1	ADE3	214.48894725322828	7.7447594964562088	99.9799886111698	6.6435674575698327	0.00027612667328347218	2.6512110547605161e-05	119	49	0.0011450895864205846	0.002144889472532283	1.8731193593655455	122	49	214.48894725322828	97.09320814120194	0.00043297097402139606	4.8367138598348625e-05
Chr4: 462514-463432	4.0	462514.0	463432.0	YDR007W	YDR009W	TRP1	GAL3	214.48894725322828	7.7447594964562088	199.09278474673303	7.6372971275647998	1.1735168392590367e-11	0.0	16	49	0.00015396162506495255	0.002144889472532283	13.931325235281244	29	55	240.7528999781134	212.84735543509075	0.0	0.0
Chr5: 122929-123657	5.0	122929.0	123657.0	YEL017C-A	YEL017W	PMP2	GTT3	210.11162179908075	7.7150121530621574	165.84765459290688	7.3737147995424559	1.7027335097452578e-10	0.0	46	48	0.0004426396720617386	0.002101116217990808	4.746786947957407	50	49	214.48894725322828	166.3759394204306	0.0	0.0
Chr2: 407163-409163	2.0	407163.0	409163.0	YBR082C	YBR083W	UBC4	TEC1	210.11162179908075	7.7150121530621574	52.30095610750436	5.7087654153356207	0.051241844740131048	0.02501408457068055	164	48	0.0015781066569157637	0.002101116217990808	1.3314158512563459	173	50	218.8662727073758	52.395265605895844	0.055105939907636348	0.027676327988630733
Chr2: 465764-467242	2.0	465764.0	467242.0	YBR112C	YBR114W	CYC8	RAD16	201.35697089078573	7.6536116083980135	134.96102008152494	7.0763989729363415	2.898928441741333e-08	7.0789929473846769e-11	69	46	0.0006639595080926079	0.002013569708907857	3.0326694389727873	75	46	201.35697089078573	129.18745914158922	1.7503617077974098e-07	9.4464647215630748e-10
Chr9: 245556-249989	9.0	245556.0	249989.0	YIL061C	YIL056W	SNP1	VHR1	196.9796454366382	7.6219027486706761	61.30096334814877	5.9378378410167354	0.020804584828986394	0.007689486161070902	141	45	0.0013567868208848944	0.001969796454366382	1.4518098378061217	144	45	196.9796454366382	58.414182878180895	0.027000547749630455	0.010786323424637034
Chr13: 912141-912878	13.0	912141.0	912878.0	YMR318C	YMR319C	ADH6	FET4	192.6023199824907	7.5894812709782986	150.26287308962875	7.2313447823551931	0.0	3.3306690738754696e-16	44	44	0.0004233944689286195	0.001926023199824907	4.549004158459182	47	45	196.9796454366382	151.7534180738084	1.2905043700328633e-10	6.6613381477509392e-16
Chr16: 828136-829914	16.0	828136.0	829914.0	YPR148C	YPR149W	YPR148C	NCE102	188.2249945283432	7.5563144070430992	100.65932027265141	6.6533369505943609	6.0726528303911564e-05	3.1151623925973482e-06	91	43	0.0008756567425569177	0.0018822499452834317	2.149529437513679	93	43	188.2249945283432	98.73479995933951	8.9114522542343977e-05	5.2629557665273552e-06
Chr13: 756165-759806	13.0	756165.0	759806.0	YMR243C	YMR246W	ZRC1	FAA4	179.47034362004814	7.4876016569590842	52.45200294146227	5.7129259597498114	0.035776615383340649	0.015195779286361843	132	41	0.0012701834067858587	0.0017947034362004815	1.412948261339594	141	41	179.47034362004814	43.7916615315587	0.071496102768171976	0.037240374064503867
Chr15: 836430-837673	15.0	836430.0	837673.0	YOR273C	YOR274W	TPO4	MOD5	166.3383672576056	7.3779771657845865	96.09337582172098	6.5863650774104352	3.2861185129129389e-05	1.1930669374660141e-06	73	38	0.0007024499143588461	0.001663383672576056	2.3679747674171083	77	38	166.3383672576056	92.24433519509718	7.8672599525986264e-05	4.008918097708758e-06
Chr13: 346516-347510	13.0	346516.0	347510.0	YMR037C	YMR038C	MSN2	CCS1	161.9610418034581	7.3395030179699505	138.86679804371522	7.1175578933163823	6.2200355976926858e-11	0.0	24	37	0.00023094243759742885	0.001619610418034581	7.013048077624572	28	38	166.3383672576056	139.3950828712389	0.0	0.0
Chr4: 893925-895032	4.0	893925.0	895032.0	YDR214W	YDR216W	AHA1	ADR1	157.58371634931058	7.2999746537833134	112.35748898648076	6.8119524777422793	7.9249465767539107e-08	1.8175694282973609e-10	47	36	0.0004522622736282981	0.0015758371634931056	3.484343610734692	51	36	157.58371634931058	108.50844835985694	3.2974593688894771e-07	1.513147718235075e-09
Chr4: 1011270-1012249	4.0	1011270.0	1012249.0	YDR273W	YDR275W	DON1	BSC2	157.58371634931058	7.2999746537833134	40.187977237284244	5.3286920596147338	0.075773841345333381	0.039124880715650123	122	36	0.0011739573911202633	0.0015758371634931056	1.3423290959387748	128	36	157.58371634931058	34.414416297348524	0.11501470544078174	0.067151871519398831
Chr2: 267336-267710	2.0	267336.0	267710.0	YBR014C	YBR015C	GRX7	MNN2	157.58371634931058	7.2999746537833134	139.30077337284746	7.1220594573195948	0.0	0.0	19	36	0.00018282942976463116	0.0015758371634931056	8.61916577392266	22	40	175.09301816590065	153.92329471946965	0.0	0.0
Chr13: 431094-434787	13.0	431094.0	434787.0	YMR081C	YMR083W	ISF1	ADH3	153.20639089516305	7.2593326692859677	0		0.60477631432736678	0.55322111787612083	165	35	0.0015877292584823232	0.0015320639089516305	0.9649402760367961	167	35	153.20639089516305	0	0.62975879146020675	0.58164430671978584
Chr13: 651909-654033	13.0	651909.0	654033.0	YMR194W	YMR195W	RPL36A	ICY1	153.20639089516305	7.2593326692859677	1.1692861435223847	0.22562802424506409	0.51303544493554964	0.45069248829014386	158	35	0.0015203710475164066	0.0015320639089516305	1.0076907945953881	162	35	153.20639089516305	0	0.56615655960284295	0.50967741131283884
Chr2: 339350-343099	2.0	339350.0	343099.0	YBR052C	YBR054W	RFS1	YRO2	153.20639089516305	7.2593326692859677	17.527708806673616	4.1315655165818121	0.28754914972364642	0.21677166235959433	141	35	0.0013567868208848944	0.0015320639089516305	1.1291854294047614	148	35	153.20639089516305	10.791887710081937	0.37777669601372432	0.30657012165097097
Chr13: 477605-478300	13.0	477605.0	478300.0	YMR105C	YMR106C	PGM2	YKU80	148.82906544101553	7.2175124935913404	121.88578105464883	6.9293860237030245	0.0	2.6645352591003757e-15	28	34	0.000269432843863667	0.0014882906544101554	5.523790763843292	34	34	148.82906544101553	116.11222011471311	1.9757087077465485e-09	5.3990145687521363e-13
Chr7: 547304-548268	7.0	547304.0	548268.0	YGR031C-A	YGR032W	NAG1	GSC2	148.82906544101553	7.2175124935913404	109.37639901812143	6.773157660146869	4.7845503781118737e-08	7.3392070198963211e-11	41	34	0.0003945266642289409	0.0014882906544101554	3.7723449118929797	50	36	157.58371634931058	109.4707085165129	2.3373239832480408e-07	9.1054841444559997e-10
Chr16: 640955-642205	16.0	640955.0	642205.0	YPR034W	YPR035W	ARP7	GLN1	148.82906544101553	7.2175124935913404	95.90475682493809	6.5835304688122482	5.8815727825844988e-06	9.1512978972474457e-08	55	34	0.0005292430861607745	0.0014882906544101554	2.8121116615929482	56	34	148.82906544101553	94.94249666828213	7.8211201448574741e-06	1.3783824570623437e-07
Chr16: 694835-695734	16.0	694835.0	695734.0	YPR074C	YPR075C	TKL1	OPY2	148.82906544101553	7.2175124935913404	71.84825290853925	6.1668811708346762	0.0014445396687361445	0.0001997242726718973	80	34	0.0007698081253247628	0.0014882906544101554	1.9333267673451522	87	34	148.82906544101553	65.11243181194757	0.0042159930198721884	0.00084759626106090113
Chr2: 416900-420195	2.0	416900.0	420195.0	YBR085W	YBR086C	AAC3	IST2	144.45173998686803	7.1744437716994547	58.810586044488176	5.8780039618412836	0.008807124779011688	0.0022439180920843516	89	33	0.0008564115394237987	0.0014445173998686802	1.6867094070691346	93	34	148.82906544101553	59.33887087201185	0.0093517597187964263	0.0024587640693198853
Chr7: 482671-485925	7.0	482671.0	485925.0	YGL008C	YGL006W	PMA1	PMC1	144.45173998686803	7.1744437716994547	28.01826103149766	4.808295511787855	0.15943357259444912	0.10089260312568615	121	33	0.0011643347895537038	0.0014445173998686802	1.2406374977615948	126	33	144.45173998686803	23.206960248217882	0.21118274736641429	0.14493455164365499
Chr11: 516513-519169	11.0	516513.0	519169.0	YKR039W	YKR042W	GAP1	UTH1	140.0744145327205	7.1300496523410013	48.65969965040492	5.604655510227234	0.026874435577444511	0.0097735120416785337	95	32	0.0009141471488231559	0.0014007441453272051	1.5322961375862505	97	33	144.45173998686803	51.11250479124054	0.022492732674818772	0.0077971940558801967
Chr5: 150977-153519	5.0	150977.0	153519.0	YEL001C	YER001W	IRC22	MNN1	140.0744145327205	7.1300496523410013	0		0.6435340246243848	0.59460261804190406	154	32	0.0014818806412501683	0.0014007441453272051	0.9452476173421677	160	33	144.45173998686803	0	0.65942260323907542	0.6138276989803888
Chr7: 591881-596697	7.0	591881.0	596697.0	YGR049W	YGR054W	SCM4	YGR054W	140.0744145327205	7.1300496523410013	35.188057457221575	5.1370139677647355	0.0934751273253982	0.050190727940223834	109	32	0.0010488635707549894	0.0014007441453272051	1.3354874593641632	118	32	140.0744145327205	26.527716047317995	0.17041880686798927	0.10942502174420876
Chr16: 450374-451906	16.0	450374.0	451906.0	YPL058C	YPL057C	PDR12	SUR1	135.697089078573	7.0842459627278762	48.13141482288121	5.5889069268324549	0.025979527593023799	0.0092554821385598673	91	31	0.0008756567425569177	0.00135697089078573	1.5496607572773036	91	31	135.697089078573	48.13141482288121	0.025979527593023799	0.0092554821385598673
Chr15: 160594-162356	15.0	160594.0	162356.0	YOL086C	YOL084W	ADH1	PHM7	135.697089078573	7.0842459627278762	76.99921952255983	6.2667719173619263	0.0002310771443501114	1.5049013880497064e-05	61	31	0.0005869786955601317	0.00135697089078573	2.3117889985612234	63	31	135.697089078573	75.07469920924791	0.00035535401988784354	2.7401303879348582e-05
Chr10: 194872-196285	10.0	194872.0	196285.0	YJL116C	YJL115W	NCA3	ASF1	135.697089078573	7.0842459627278762	73.15017889593601	6.1927894875076399	0.00053550351363251814	4.8371987819928464e-05	65	31	0.0006254691018263697	0.00135697089078573	2.169525060188225	65	31	135.697089078573	73.15017889593601	0.00053550351363251814	4.8371987819928464e-05
Chr2: 255682-256329	2.0	255682.0	256329.0	YBR009C	YBR010W	HHF1	HHT1	131.3197636244255	7.03694024794952	99.56517845477902	6.6375693627388701	7.4163492236323236e-08	1.0145828621688224e-10	33	30	0.0003175458516964647	0.0013131976362442547	4.135458325871983	37	33	144.45173998686803	108.84811419059776	2.2708046221175948e-08	2.1674217975942156e-11
Chr14: 661376-662915	14.0	661376.0	662915.0	YNR016C	YNR017W	ACC1	TIM23	131.3197636244255	7.03694024794952	62.99929250185279	5.9772637217570628	0.002840939858524627	0.00046757295098853735	71	30	0.0006832047112257269	0.0013131976362442547	1.9221144331517668	71	31	135.697089078573	67.37661795600029	0.0016394038839537828	0.00022504757649766116
Chr16: 74719-75699	16.0	74719.0	75699.0	YPL250C	YPL249C-A	ICY2	RPL36B	131.3197636244255	7.03694024794952	8.150463572463437	3.026882117585961	0.4076809439320116	0.33281041657187427	128	30	0.0012316930005196204	0.0013131976362442547	1.0661728496388707	137	35	153.20639089516305	21.37674943329742	0.23998828230037872	0.17209796973088731
Chr12: 874791-875735	12.0	874791.0	875735.0	YLR377C	YLR378C	FBP1	SEC61	126.94243817027797	6.9880306474685732	89.41429206069577	6.4824335463979192	2.1368791237597051e-06	1.5978128264926283e-08	39	29	0.0003752814610958219	0.0012694243817027795	3.3825928357773396	41	29	126.94243817027797	87.48977174738387	4.3149187036739534e-06	4.5504903622983761e-08
Chr7: 659774-662362	7.0	659774.0	662362.0	YGR089W	YGR090W	NNF2	UTP22	126.94243817027797	6.9880306474685732	110.58401550712676	6.788999054414341	0.0	1.1102230246251565e-16	17	29	0.0001635842266315121	0.0012694243817027795	7.760065917371544	17	29	126.94243817027797	110.58401550712676	0.0	1.1102230246251565e-16
Chr14: 663583-665341	14.0	663583.0	665341.0	YNR017W	YNR019W	TIM23	ARE2	126.94243817027797	6.9880306474685732	71.13134908423265	6.1524136209853779	0.00044347796851962329	3.539766782056919e-05	58	29	0.000558110890860453	0.0012694243817027795	2.2745020792295905	59	31	135.697089078573	78.92373983587173	0.00014707935986080223	7.9965808449378173e-06
Chr4: 550575-551859	4.0	550575.0	551859.0	YDR046C	YDR047W	BAP3	HEM12	122.56511271613044	6.937404574398605	34.03717830378271	5.0890395368503576	0.084449336637546057	0.042705228713488141	92	28	0.0008852793441234772	0.0012256511271613044	1.3844795264875769	96	28	122.56511271613044	30.188137677158906	0.1159274164561358	0.064720760935390698
Chr12: 827872-828729	12.0	827872.0	828729.0	YLR348C	YLR350W	DIC1	ORM2	122.56511271613044	6.937404574398605	61.94272284680537	5.9528628965509585	0.0021908842026981956	0.00031534654043519073	63	28	0.0006062238986932507	0.0012256511271613044	2.0217796259818583	66	29	126.94243817027797	63.43326783098503	0.002110626928027215	0.00030582757819630491
Chr2: 164000-167521	2.0	164000.0	167521.0	YBL030C	YBL028C	PET9	YBL028C	122.56511271613044	6.937404574398605	0		0.68127810647208653	0.63385432214591686	138	28	0.0013279190161852158	0.0012256511271613044	0.922986350991718	140	28	122.56511271613044	0	0.70624303059274995	0.66294586705142011
Chr13: 353135-353870	13.0	353135.0	353870.0	YMR042W	YMR043W	ARG80	MCM1	122.56511271613044	6.937404574398605	76.37662519664468	6.2550592688458178	8.0242059469104454e-05	3.0595274713718368e-06	48	28	0.0004618848751948577	0.0012256511271613044	2.653585759101189	74	41	179.47034362004814	108.26309202750758	5.315550428042215e-06	1.0114534809702036e-07
Chr4: 1013640-1014398	4.0	1013640.0	1014398.0	YDR276C	YDR277C	PMP3	MTH1	122.56511271613044	6.937404574398605	81.18792597992444	6.3431932850554222	1.9014245133952556e-05	3.8173885741343838e-07	43	28	0.00041377186736206	0.0012256511271613044	2.9621422427176065	48	28	122.56511271613044	76.37662519664468	8.0242059469104454e-05	3.0595274713718368e-06
Chr13: 469475-473419	13.0	469475.0	473419.0	YMR101C	YMR104C	SRT1	YPK2	122.56511271613044	6.937404574398605	62.904983003461325	5.9751023992675902	0.0018265029529717092	0.00024557485099840903	62	28	0.0005966012971266912	0.0012256511271613044	2.0543889747880173	67	29	126.94243817027797	62.47100767432907	0.0025109601846035057	0.00038786180637495615
Chr7: 999145-1000932	7.0	999145.0	1000932.0	YGR253C	YGR254W	PUP2	ENO1	122.56511271613044	6.937404574398605	11.905194700695787	3.5735193099039551	0.34598360915590209	0.2677964671296329	115	28	0.0011065991801543465	0.0012256511271613044	1.1075836211900616	121	29	126.94243817027797	10.508959214907591	0.3698340338583177	0.29284401002350369
Chr8: 172963-176958	8.0	172963.0	176958.0	YHR031C	YHR034C	RRM3	PIH1	122.56511271613044	6.937404574398605	55.20690175021369	5.7867767332382831	0.0069116777425098919	0.0015112539884023501	70	28	0.0006735821096591674	0.0012256511271613044	1.8196016633836727	77	159	695.994747209455	621.9007151469466	0.0	0.0
Chr4: 591343-592437	4.0	591343.0	592437.0	YDR072C	YDR073W	IPT1	SNF11	122.56511271613044	6.937404574398605	0		0.54211232569339329	0.47535856602695814	128	28	0.0012316930005196204	0.0012256511271613044	0.995094659662946	134	29	126.94243817027797	0	0.56241065401301782	0.49924211298405285
Chr16: 46506-47336	16.0	46506.0	47336.0	YPL263C	YPL262W	KEL3	FUM1	118.18778726198293	6.8849371545044695	84.50868177902456	6.4010276554082548	2.921211390560785e-06	2.2280520983741781e-08	35	27	0.0003367910548295837	0.0011818778726198293	3.509231779382797	38	27	118.18778726198293	81.6219013090567	8.6025122206789817e-06	1.1233797725385131e-07
Chr2: 613895-616122	2.0	613895.0	616122.0	YBR196C	YBR198C	PGI1	TAF5	118.18778726198293	6.8849371545044695	53.71635676603404	5.7472895542727045	0.0073145942347337956	0.0016048729225656144	67	27	0.0006447143049594889	0.0011818778726198293	1.8331807802745954	67	27	118.18778726198293	53.71635676603404	0.0073145942347337956	0.0016048729225656144
Chr4: 811630-812108	4.0	811630.0	812108.0	YDR173C	YDR174W	ARG82	HMO1	118.18778726198293	6.8849371545044695	97.01806381555195	6.6001814829175744	6.1804356077388434e-09	1.1743939154484906e-12	22	27	0.00021169723446430976	0.0011818778726198293	5.582868739927178	23	29	126.94243817027797	104.81045456719103	1.0319161081184802e-09	9.8587804586713901e-14
Chr2: 159696-160187	2.0	159696.0	160187.0	YBL033C	YBL032W	RIB1	HEK2	113.81046180783541	6.830489370482093	88.79169773478061	6.4723528818589875	1.5842910194852067e-07	2.1868196142804663e-10	26	26	0.0002501876407305479	0.0011381046180783541	4.549004158459182	31	29	126.94243817027797	97.11237331394341	8.0556423753819217e-08	1.0481837620091028e-10
Chr5: 474800-475015	5.0	474800.0	475015.0	YER153C	YER154W	PET122	OXA1	113.81046180783541	6.830489370482093	99.37655945799611	6.6348336897155145	0.0	1.5543122344752192e-15	15	26	0.00014433902349839304	0.0011381046180783541	7.8849405413292475	25	32	140.0744145327205	116.01791061632167	2.1757617929551998e-10	3.9968028886505635e-15
Chr15: 480422-480589	15.0	480422.0	480589.0	YOR083W	YOR084W	WHI5	LPX1	113.81046180783541	6.830489370482093	108.99916102455565	6.7681732202781077	4.4066306159606938e-11	0.0	5	26	4.8113007832797675e-05	0.0011381046180783541	23.654821623987743	11	81	354.5633617859488	343.9785000627333	1.1464984517317589e-10	0.0
Chr2: 287925-289445	2.0	287925.0	289445.0	YBR023C	YBR024W	CHS3	SCO2	113.81046180783541	6.830489370482093	94.56525867471635	6.5632383593895653	5.471972541748471e-09	8.5065288146779494e-13	20	26	0.0001924520313311907	0.0011381046180783541	5.913705405996936	22	37	161.9610418034581	140.79131835702714	0.0	0.0
Chr13: 435914-439207	13.0	435914.0	439207.0	YMR083W	YMR086W	ADH3	YMR086W	113.81046180783541	6.830489370482093	68.58423444500559	6.0998050750462838	0.000266584867824049	1.5730930879809257e-05	47	26	0.0004522622736282981	0.0011381046180783541	2.5164703855306114	49	26	113.81046180783541	66.65971413169368	0.00043334522827098709	3.1317533072505732e-05
Chr5: 139763-144326	5.0	139763.0	144326.0	YEL009C	YEL006W	GCN4	YEA6	109.4331363536879	6.7739058421157257	23.79198241130804	4.5724035808499801	0.16677418908678676	0.10200284495881407	89	25	0.0008564115394237987	0.001094331363536879	1.2778101568705567	92	26	113.81046180783541	25.282527395487676	0.15504143022153016	0.093371825316871493
Chr13: 275552-276045	13.0	275552.0	276045.0	YMR004W	YMR005W	MVP1	TAF4	109.4331363536879	6.7739058421157257	104.62183557040814	6.7090401769381991	0.0	0.0	5	25	4.8113007832797675e-05	0.001094331363536879	22.745020792295907	8	26	113.81046180783541	106.11238055458779	5.0560000630639479e-11	0.0
